,Date,Service,Departure station,Arrival station,Avg trip length,Number of trips scheduled,Number of trains cancelled,Number of trains delayed on departure,Avg delay of trains delayed on departure,Avg delay of all trains on departure,Number of trains delayed on arrival,Avg delay of trains delayed on arrival,Avg delay of all trains on arrival,Comments delay on arrival,Number of trains >15 min delay,Number of trains >30 min delay,Number of trains >60 min delay,% delay from external causes,% delay infrastructure cause,% delay traffic management cause,% delay rolling stock cause,% delay station management and reutilization of stock,"% delay because of accommodation of passengers (crowd, disability, connections)",Departure region,Arrival region,Departure station: Total travelers 2023,Departure station: Total travelers 2022,Departure station: Total travelers 2021,Departure station: Total travelers 2020,Departure station: Total travelers 2019,Departure station: Total travelers 2018,Arrival station: Total travelers 2023,Arrival station: Total travelers 2022,Arrival station: Total travelers 2021,Arrival station: Total travelers 2020,Arrival station: Total travelers 2019,Arrival station: Total travelers 2018
1042,2018-09,National,NANTES,PARIS MONTPARNASSE,134,488,0,180,5.43712963,1.942144809,50,26.70966667,4.595525956,,28,14,3,18.0,24.0,34.0,14.0,10.0,0.0,Pays de la Loire,Ile-de-France,17082588.0,15512154.0,11031867.0,8047221.0,12961997.0,11811037.0,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0
1043,2018-09,National,SAINT-MALO,PARIS MONTPARNASSE,173,90,0,4,10.15,0.500925926,5,12.65333333,2.931111111,,1,0,0,0.0,0.0,25.0,25.0,50.0,0.0,Bretagne,Ile-de-France,1703866.0,1638571.0,1202705.0,889726.0,1263626.0,1135793.0,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0
1044,2018-09,National,SAINT-PIERRE-DES-CORPS,PARIS MONTPARNASSE,66,389,0,185,5.781981982,2.865809769,99,14.01262626,4.391645244,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 4 : un rail cassé à l'entré de Paris-Montparnasse  nécessitant une limitation de vitesse sur la zone (60 TGV retardés pour 648 minutes perdues), 
- le 12 : une  aiguille défaillante à l'entrée de Paris-Montparnasse  nécessitant une limitation de vitesse (44 TGV retardés pour  364 minutes perdues) , 
- le 19 : un incident caténaire dans le tunnel de Massy (28 TGV pour 613 minutes perdues),  
- le 25 : un décontrôle d'aiguille vers St-Pierre-des-Corps empêche la circulation des TGV de la ligne à grande vitesse Atlantique vers la ligne à grande vitesse St-Pierre-des-Corps - Bordeaux ( 16 TGV pour 387 minutes perdues),  
- le 26 : un bagage abandonné dans un TGV à Paris-Montparnasse impose un périmètre de sécurité sur plusieurs voies de départ (11 TGV pour 174 minutes perdues), 
- le 27 : une défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (25 TGV pour 602 minutes perdues) et un dérangement des installations vers Maillé, entre St-Pierre-des-Corps et Poitiers (9 TGV pour 171 minutes perdues).",18,9,2,7.575757576,31.81818182,37.87878788,13.63636364,6.060606061,3.03030303,Centre-Val de Loire,Ile-de-France,4252582.0,3784800.0,2918332.0,2121656.0,3710116.0,3457033.0,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0
1045,2018-09,National,PARIS MONTPARNASSE,VANNES,158,256,1,38,6.652192982,0.613594771,28,22.89285714,3.537254902,,18,7,0,7.407407407,22.22222222,25.92592593,33.33333333,0.0,11.11111111,Ile-de-France,Bretagne,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0,2170614.0,2019329.0,1512731.0,1088186.0,1599913.0,1412592.0
1046,2018-09,National,VANNES,PARIS MONTPARNASSE,161,268,0,110,3.7,1.518656716,33,22.19393939,4.780161692,,17,5,1,25.0,21.875,12.5,18.75,12.5,9.375,Bretagne,Ile-de-France,2170614.0,2019329.0,1512731.0,1088186.0,1599913.0,1412592.0,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0
1047,2018-09,National,METZ,PARIS EST,85,302,1,150,8.468888889,4.27021041,72,20.26574074,5.387763012,,29,13,5,13.1147541,14.75409836,29.50819672,31.14754098,6.557377049,4.918032787,Grand-Est,Ile-de-France,9407728.0,8302189.0,5959695.0,4687126.0,7600267.0,7035904.0,39877017.0,36774394.0,27758686.0,21580625.0,41240098.0,39301206.0
1048,2018-09,National,PARIS EST,NANCY,95,281,0,52,13.575,2.414590747,16,26.30454545,2.684460261,,16,10,2,0.0,0.0,9.090909091,81.81818182,9.090909091,0.0,Ile-de-France,Grand-Est,39877017.0,36774394.0,27758686.0,21580625.0,41240098.0,39301206.0,9228582.0,8320214.0,6402271.0,5160489.0,8098462.0,7582349.0
1049,2018-09,National,NANCY,PARIS EST,93,287,0,52,7.058974359,1.339779326,30,17.66777778,2.084785134,,13,3,1,12.0,4.0,16.0,56.0,4.0,8.0,Grand-Est,Ile-de-France,9228582.0,8320214.0,6402271.0,5160489.0,8098462.0,7582349.0,39877017.0,36774394.0,27758686.0,21580625.0,41240098.0,39301206.0
1050,2018-09,National,STRASBOURG,PARIS EST,112,466,0,219,8.214459665,3.918454936,64,22.33541667,3.592918455,"02-sept : 5488?Attente correspondance à Marne (16’) + Retard sur un autre réseau (10’)
03-sept : 5488?Intervention police à Forbach (6’)
04-sept : 5488?Intervention pompier à Roissy (10’) 
07-sept : 5488?Pb Galite (15’)
13-sept : 5488?Colis abandonné à Lorraine (27’)
17-sept : 5488?Attente service voyageur à Massy (6’) + Dérangement sémaphore (6’)
19-sept : 5488?Signal alarme tiré au départ de Marne (26’) + ralentissement forfaitaire (8’)
20-sept : 5488?Colis suspect à Marne (90’)
21-sept : 5488?Saturation gare de marne (7’) + retard sur un autre réseau (19’)
23-sept : 5488?Retard sur un autre réseau (11’) + Intervention police à Massy (18’)
25-sept : 5488?Dégagement de fumée à Sablé (13’)
26-sept : 5488?Personne sur les voies à Angers (45‘)
27-sept : 5488?Pb radio en gare du Mans (18‘) + Mauvais PAD à LEW (10’)
28-sept : 5488?Perte de temps en ligne sans raison particulière (10’)
30-sept : 5488?Retard sur un autre réseau (6’)",36,10,3,22.95081967,8.196721311,26.2295082,24.59016393,4.918032787,13.1147541,Grand-Est,Ile-de-France,23907864.0,21446966.0,16328098.0,13049946.0,21465169.0,20170472.0,39877017.0,36774394.0,27758686.0,21580625.0,41240098.0,39301206.0
1051,2018-09,National,STRASBOURG,NANTES,288,39,0,3,3.333333333,0.097008547,10,31.125,9.489316239,,10,2,1,40.0,20.0,30.0,0.0,0.0,10.0,Grand-Est,Pays de la Loire,23907864.0,21446966.0,16328098.0,13049946.0,21465169.0,20170472.0,17082588.0,15512154.0,11031867.0,8047221.0,12961997.0,11811037.0
1052,2018-09,National,ARRAS,PARIS GARE DU NORD,54,295,3,107,9.031308411,3.507420091,78,17.52200855,5.521518265,"Secteur dominant des dérangements avec  l’arrachement caténaire entre Pierrefitte et St Denis le dimanche 23 qui  a été fortement pénalisant car il a été aggravé par un envahissement de personnes dans les emprises, 53 trains Voyages ont été concernés pour 2118 minutes perdues. Pour le reste il s’agit de dérangements de zones, d’appareils de voie ou de passages à niveau. Pour le secteur Nord,  l’incident du passage à niveau 149 à Arneke le dimanche 26 est marquant avec un vrai défaut technique, incident qui a coûté 9 TGV pour 81 minutes perdues.
Le premier secteur de l’irrégularité Matériel est classé sous la dénomination « autres incidents », en exemple le TGV 7000 du vendredi 07 qui génère un manque tension en sous station de Gonesse, avec présomption de rupture d’archet (11 Tgv concernés pour 142 minutes), le second secteur concerne directement tous les types de pannes (bloc moteur, portes, veille automatique, compresseur, etc.). Enfin la tension parc est apparente pour le secteur Produit train, avec une dominante de mises à quai tardives du chantier Landy à Paris Nord, il s’agit pour cette période d’une quinzaine de trains relevés avec conséquences sur la ponctualité du chantier Paris Nord. Les technicentres subissent aussi de gros aléas de casses TGV, en exemples le TGV 7385 qui heurte un véhicule à Esquelbecq (secteur Nord), rame immobilisée plusieurs semaines en réparation, ou le TGV 7169 qui heurte un Ter à Valenciennes dans le chantier de remisage.
Néanmoins, on  compte beaucoup sur le plan d’actions mené depuis début septembre au technicentre du Landy pour redresser la disponibilité des rames. Les effets positifs sur les restrictions se font déjà sentir!",22,13,4,5.555555556,33.33333333,45.83333333,11.11111111,4.166666667,0.0,Hauts-de-France,Ile-de-France,4454183.0,3920113.0,2979908.0,2622169.0,4297088.0,4060559.0,226768485.0,211698470.0,126621006.0,92233317.0,244744368.0,244465576.0
1053,2018-09,National,LILLE EUROPE,PARIS GARE DU NORD,63,529,5,127,7.834120735,1.837340967,95,15.01070175,3.024173028,,17,8,4,8.333333333,17.85714286,34.52380952,27.38095238,7.142857143,4.761904762,Hauts-de-France,Ile-de-France,6721133.0,6056899.0,4337868.0,3303176.0,7754675.0,7696028.0,226768485.0,211698470.0,126621006.0,92233317.0,244744368.0,244465576.0
1054,2018-09,National,BORDEAUX SAINT-JEAN,TOURCOING,298,31,0,7,3.726190476,0.725268817,4,27.75,6.806451613,,4,2,0,0.0,0.0,75.0,0.0,0.0,25.0,Nouvelle-Aquitaine,Hauts-de-France,22612374.0,21353889.0,16454662.0,11184093.0,17675655.0,16080989.0,710223.0,609158.0,534310.0,425537.0,610714.0,731606.0
1055,2018-09,National,PARIS GARE DE LYON,AIX-EN-PROVENCE TGV,182,440,3,74,14.89256757,2.229481312,58,41.37557471,6.517734554,"Accident de personne à chevry, restitution tardive tx Heyrieux, déraillement bourreuse à Vénissieux, incendie sous station de manduel",54,34,8,20.68965517,25.86206897,13.79310345,36.20689655,0.0,3.448275862,Ile-de-France,PACA,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,3697010.0,3739796.0,2916645.0,2059068.0,3594151.0,3597729.0
1056,2018-09,National,PARIS GARE DE LYON,ANNECY,228,190,2,37,20.77882883,3.909574468,32,35.328125,8.561170213,,32,13,2,6.25,25.0,12.5,50.0,3.125,3.125,Ile-de-France,Auvergne-Rhone-Alpes,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,3000715.0,2817701.0,2127405.0,1562888.0,2334077.0,2209179.0
1057,2018-09,National,ANNECY,PARIS GARE DE LYON,228,183,1,11,8.909090909,0.538461538,52,39.01891026,13.05467033,,52,17,9,15.38461538,40.38461538,25.0,7.692307692,9.615384615,1.923076923,Auvergne-Rhone-Alpes,Ile-de-France,3000715.0,2817701.0,2127405.0,1562888.0,2334077.0,2209179.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
1058,2018-09,National,AVIGNON TGV,PARIS GARE DE LYON,160,535,1,287,9.392915215,5.020162297,81,38.45802469,6.108333333,,56,32,18,23.45679012,25.92592593,23.45679012,22.22222222,2.469135802,2.469135802,PACA,Ile-de-France,4179142.0,4160030.0,3124201.0,2154016.0,4094962.0,3685875.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
1059,2018-09,National,CHAMBÉRY - CHALLES-LES-EAUX,PARIS GARE DE LYON,184,189,1,116,16.72025862,10.28173759,69,31.08574879,12.41861702,,57,20,8,19.40298507,37.31343284,29.85074627,5.970149254,5.970149254,1.492537313,Auvergne-Rhone-Alpes,Ile-de-France,4738346.0,4316253.0,3195946.0,2466954.0,3701807.0,3447007.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
1060,2018-09,National,DIJON,PARIS GARE DE LYON,101,415,2,271,6.99704797,4.702421308,60,24.10333333,3.937288136,,39,13,2,10.52631579,22.80701754,47.36842105,15.78947368,3.50877193,0.0,Bourgogne-Franche-Comte,Ile-de-France,7653382.0,7081622.0,4861793.0,4149069.0,6350035.0,5798071.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
1061,2018-09,National,PARIS GARE DE LYON,LYON PART DIEU,120,606,1,74,8.874099099,0.74231405,53,25.89433962,2.793719008,,32,17,1,13.7254902,23.52941176,21.56862745,35.29411765,5.882352941,0.0,Ile-de-France,Auvergne-Rhone-Alpes,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,40088689.0,36558465.0,26187679.0,19541666.0,32587523.0,32555240.0
1062,2018-09,National,PARIS GARE DE LYON,MULHOUSE,167,297,2,54,13.30216049,2.206045198,41,35.67804878,5.837909605,,34,14,5,17.07317073,19.51219512,12.19512195,39.02439024,9.756097561,2.43902439,Ile-de-France,Grand-Est,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,5637668.0,5056324.0,4074689.0,3408899.0,5320370.0,5055333.0
1063,2018-09,National,PARIS GARE DE LYON,NÎMES,177,264,2,63,13.73280423,3.060687023,57,36.51783626,9.045165394,,43,22,8,21.05263158,17.54385965,15.78947368,40.35087719,5.263157895,0.0,Ile-de-France,Occitanie,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,4575772.0,4316299.0,3376038.0,2369197.0,3585941.0,3669749.0
1064,2018-09,National,PARIS GARE DE LYON,SAINT-ÉTIENNE CHÂTEAUCREUX,168,114,1,17,9.198039216,0.938495575,19,20.69122807,5.368584071,,9,3,0,10.52631579,21.05263158,21.05263158,31.57894737,15.78947368,0.0,Ile-de-France,Auvergne-Rhone-Alpes,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,3966356.0,3685091.0,2678707.0,1776534.0,3728728.0,3387131.0
1065,2018-09,National,PARIS GARE DE LYON,TOULON,237,266,5,60,13.05833333,2.746040868,39,39.15897436,5.549425287,,39,21,7,28.94736842,15.78947368,10.52631579,34.21052632,2.631578947,7.894736842,Ile-de-France,PACA,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,4733117.0,4439452.0,3667722.0,2524370.0,3668509.0,3534118.0
1066,2018-09,International,PARIS EST,FRANCFORT,219,170,1,28,8.463095238,1.393195266,29,36.32816092,10.28234714,,29,13,4,13.63636364,13.63636364,36.36363636,27.27272727,4.545454545,4.545454545,Ile-de-France,International,39877017.0,36774394.0,27758686.0,21580625.0,41240098.0,39301206.0,,,,,,
1067,2018-09,International,MILAN,PARIS GARE DE LYON,433,88,0,78,5.871794872,5.198863636,36,48.64444444,23.07481061,,36,18,8,25.0,21.875,37.5,9.375,3.125,3.125,International,Ile-de-France,,,,,,,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
1068,2018-09,International,PARIS GARE DE LYON,ZURICH,240,141,0,32,10.43697917,2.166903073,19,49.9622807,8.886879433,,19,12,3,23.52941176,23.52941176,5.882352941,29.41176471,11.76470588,5.882352941,Ile-de-France,International,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,,,,,,
1069,2018-09,National,PARIS MONTPARNASSE,BORDEAUX SAINT-JEAN,149,714,1,96,7.149305556,0.699158485,52,23.05096154,1.630668537,,37,10,1,7.692307692,40.38461538,26.92307692,25.0,0.0,0.0,Ile-de-France,Nouvelle-Aquitaine,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0,22612374.0,21353889.0,16454662.0,11184093.0,17675655.0,16080989.0
1070,2018-09,National,PARIS MONTPARNASSE,BREST,226,245,0,37,6.497747748,0.615306122,12,25.5,2.4,,12,2,0,8.333333333,33.33333333,33.33333333,25.0,0.0,0.0,Ile-de-France,Bretagne,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0,2572723.0,2370384.0,1760542.0,1305129.0,1962604.0,1722004.0
1071,2018-09,National,PARIS MONTPARNASSE,NANTES,130,495,2,67,6.631343284,0.590432725,68,23.79803922,4.303313049,,41,16,2,17.64705882,27.94117647,30.88235294,20.58823529,1.470588235,1.470588235,Ile-de-France,Pays de la Loire,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0,17082588.0,15512154.0,11031867.0,8047221.0,12961997.0,11811037.0
1072,2018-09,National,PARIS MONTPARNASSE,POITIERS,99,477,0,65,7.058974359,0.644549266,72,13.78634259,3.091055206,,22,4,0,3.703703704,42.59259259,27.77777778,24.07407407,0.0,1.851851852,Ile-de-France,Nouvelle-Aquitaine,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0,3718607.0,3463640.0,2681891.0,1897571.0,3217576.0,3010346.0
1073,2018-09,National,QUIMPER,PARIS MONTPARNASSE,228,246,0,10,9.7,0.394308943,17,31.27941176,4.79403794,,17,5,1,29.41176471,29.41176471,5.882352941,23.52941176,5.882352941,5.882352941,Bretagne,Ile-de-France,1619395.0,1483787.0,1076265.0,745934.0,1058048.0,951271.0,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0
1074,2018-09,National,PARIS MONTPARNASSE,SAINT-MALO,171,97,0,4,4.279166667,0.176460481113402,2,18.875,0.3891752577319587,,1,0,0,0.0,50.0,50.0,0.0,0.0,0.0,Ile-de-France,Bretagne,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0,1703866.0,1638571.0,1202705.0,889726.0,1263626.0,1135793.0
1075,2018-09,National,PARIS EST,METZ,85,308,3,61,8.995901639,1.725628415,38,21.63333333,2.673934426,"01-sept : 2861?Retard sur un autre réseau (6’)
03-sept : 2861?Retard sur un autre réseau (12’)
04-sept : 2865?Retard sur un autre réseau (18’)
05-sept : 2881?Retard sur un autre réseau (41’) + 2855?Isolement d’un bloc moteur (6’) + 2676?Descente tardive (9’)
06-sept : Dérangement Galite ?2660 (6‘) et 2853 (7‘)
07-sept : Retard sur un autre réseau? 2855 (11’), 2853 (24’) et 2865 (46’) + 2865? Instabilité bogie (12’) + 2881?Prise en charge voyageur à CGV (6’)
08-sept : 2861?Défaut de géométrie de la voie à Metz (15’) + 2869?Intervention police à Metz (6’) + 2865? Retard sur un autre réseau (15’)
09-sept : 2877?Retard sur un autre réseau (7‘)
10-sept : Retard sur un autre réseau? 2881(13’) et 2865(15’) + 2861?Dérangement PAI Pagny (28’)
11-sept : Problème Galite? 2855 (11’) et 2676 (8’) + Retard sur un autre réseau? 2869 (10’), 2853 (16’) et 2865 (26’)
12-sept : Retard sur un autre réseau?2891 (22’) et  2881(58’) + 2865? Attente correspondance à Metz (14’) + 2650?Attente matériel à Metz (6’) et dérangement sémaphore à Lagny (6’)
13-sept : Retard sur un autre réseau?2881 (18’) et 2869 (12’)
14-sept : Retard sur un autre réseau? 2877 (10’) et 2881 (14’)
15-sept : Retard sur un autre réseau? 2865 (34’), 2855 (6’) et 2877 (9’) + 2861? Problème bogie à  Metz (20’)
17-sept : Retard sur un autre réseau? 2891 (6’) et 2865 (28’) + 2891? Zone en non libération à Ocquerre (82’)
18-sept : Alarme DBC à Villers Agron? 2855 (34’) et 2853 (34’)
19-sept : Retard sur un autre réseau? 2869 (6‘)
20-sept : Retard sur un autre réseau? 2881 (9‘)
21-sept : Csq accident de personne ?2891 (97’), 2877(54’) et 2881(170’) + Retard sur un autre réseau? 2877(23’) et 2865(27’) + Montée PMR à Metz?2660 (6’) + déraillement à Uckange? 2881 (6‘)
22-sept : 2861?Arret supplémentaire à Meuse (6’)
23-sept : 2893?Pb d’affichage de vitesse sur DMI (21’)
24-sept : 2881?Personne sur les voies (13’) + 2865?Choc animal (19‘) + 2855? 3 moteurs diesel isolés (6’)
25-sept : Retard sur un autre réseau?2855 (27’) et 2881(65’)
26-sept : 2869? Zone en non libération à Noisy (6’) + incident en chantier de production EF à Thionville (7’)
27-sept : Retard sur un autre réseau? 2853(6’), 2891 (17’), 2865 (16’) et 2855 (21’)
28-sept : Retard sur un autre réseau? 2877 (32‘)
30-sept : Attente autorisation pour entrée voie occupée à Metz? 2893 (8‘)",21,10,1,23.52941176,17.64705882,8.823529412,44.11764706,5.882352941,0.0,Ile-de-France,Grand-Est,39877017.0,36774394.0,27758686.0,21580625.0,41240098.0,39301206.0,9407728.0,8302189.0,5959695.0,4687126.0,7600267.0,7035904.0
1076,2018-09,National,PARIS GARE DU NORD,DUNKERQUE,117,245,5,44,13.08901515,2.179513889,23,39.60869565,4.4875,,14,9,4,19.04761905,23.80952381,19.04761905,33.33333333,4.761904762,0.0,Ile-de-France,Hauts-de-France,226768485.0,211698470.0,126621006.0,92233317.0,244744368.0,244465576.0,2042446.0,1905250.0,1414394.0,1241973.0,1931759.0,1663300.0
1077,2018-09,National,MARSEILLE SAINT-CHARLES,LILLE EUROPE,307,179,2,43,10.99689922,2.682297552,36,35.62777778,9.239548023,"Causes « Autres transporteurs » ont pesé fortement sur la régularité, en exemple  l’incident du  Ter 887321 à Chandieu (Sud Est) qui s’immobilise sous une section de séparation avec demande secours (36 trains Voyages pour 1072 minutes perdues)-",36,12,7,8.333333333,25.0,33.33333333,19.44444444,8.333333333,5.555555556,PACA,Hauts-de-France,17101341.0,16906447.0,13225716.0,9569704.0,14629257.0,13681361.0,6721133.0,6056899.0,4337868.0,3303176.0,7754675.0,7696028.0
1078,2018-09,National,LILLE EUROPE,MARSEILLE SAINT-CHARLES,307,182,3,50,6.336333333,1.813687151,36,38.94583333,10.47886406,,36,18,6,25.71428571,17.14285714,28.57142857,20.0,2.857142857,5.714285714,Hauts-de-France,PACA,6721133.0,6056899.0,4337868.0,3303176.0,7754675.0,7696028.0,17101341.0,16906447.0,13225716.0,9569704.0,14629257.0,13681361.0
1079,2018-09,National,PARIS VAUGIRARD,NANTES,145,54,0,4,5.458333333,0.082716049,7,35.21666667,6.138888889,,5,3,1,14.28571429,28.57142857,28.57142857,28.57142857,0.0,0.0,Ile-de-France,Pays de la Loire,,,,,,,17082588.0,15512154.0,11031867.0,8047221.0,12961997.0,11811037.0
1080,2018-09,National,PARIS GARE DE LYON,DIJON,97,424,3,79,12.97658228,2.199445764,45,30.3462963,3.041330166,,36,19,3,9.090909091,9.090909091,20.45454545,50.0,9.090909091,2.272727273,Ile-de-France,Bourgogne-Franche-Comte,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,7653382.0,7081622.0,4861793.0,4149069.0,6350035.0,5798071.0
1081,2018-09,National,PARIS GARE DE LYON,GRENOBLE,184,231,1,47,18.3464539,3.50115942,42,37.01626984,8.537173913,,38,15,7,9.523809524,21.42857143,30.95238095,35.71428571,2.380952381,0.0,Ile-de-France,Auvergne-Rhone-Alpes,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,8121338.0,7993812.0,6150709.0,4781532.0,7796571.0,7057612.0
1082,2018-09,National,LE CREUSOT - MONTCEAU-LES-MINES - MONTCHANIN TGV,PARIS GARE DE LYON,82,214,0,147,7.13877551,4.932398754,46,15.37971014,2.947741433,,20,5,0,13.51351351,27.02702703,24.32432432,10.81081081,8.108108108,16.21621622,Bourgogne-Franche-Comte,Ile-de-France,689875.0,653544.0,500230.0,393139.0,691000.0,688741.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
1083,2018-09,National,PARIS GARE DE LYON,MÂCON LOCHÉ TGV,95,199,2,36,19.11759259,3.31285956,30,29.62666667,4.629187817,,19,9,3,3.448275862,10.34482759,10.34482759,58.62068966,13.79310345,3.448275862,Ile-de-France,Bourgogne-Franche-Comte,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,465175.0,440823.0,340147.0,241155.0,468049.0,431203.0
1084,2018-09,National,MÂCON LOCHÉ TGV,PARIS GARE DE LYON,100,195,0,155,11.79053763,9.391111111,46,29.325,7.638803419,,37,12,5,19.56521739,23.91304348,34.7826087,10.86956522,4.347826087,6.52173913,Bourgogne-Franche-Comte,Ile-de-France,465175.0,440823.0,340147.0,241155.0,468049.0,431203.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
1085,2018-09,National,PARIS GARE DE LYON,MARSEILLE SAINT-CHARLES,198,464,5,82,15.02804878,2.378068264,56,42.65654762,6.666957153,"Accident de personne à chevry, restitution tardive tx Heyrieux, déraillement bourreuse à Vénissieux, incendie sous station de manduel",56,34,10,25.0,25.0,8.928571429,35.71428571,1.785714286,3.571428571,Ile-de-France,PACA,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,17101341.0,16906447.0,13225716.0,9569704.0,14629257.0,13681361.0
1086,2018-09,National,NICE,PARIS GARE DE LYON,345,206,0,51,6.684640523,1.703317152,31,62.0155914,9.896359223,"Accident de personne à chevry, restitution tardive tx Heyrieux, déraillement bourreuse à Vénissieux, incendie sous station de manduel",31,19,13,32.25806452,35.48387097,9.677419355,19.35483871,0.0,3.225806452,PACA,Ile-de-France,11229438.0,9397550.0,6631770.0,5221606.0,9517119.0,8415150.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
1087,2018-09,National,SAINT-ÉTIENNE CHÂTEAUCREUX,PARIS GARE DE LYON,168,97,0,13,4.625641026,0.493298969,15,17.30333333,3.335910653,,7,1,0,26.66666667,13.33333333,13.33333333,33.33333333,6.666666667,6.666666667,Auvergne-Rhone-Alpes,Ile-de-France,3966356.0,3685091.0,2678707.0,1776534.0,3728728.0,3387131.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
1088,2018-09,National,LYON PART DIEU,MONTPELLIER SAINT-ROCH,115,292,1,191,10.46553229,6.970160367,70,35.50952381,9.337170676,,49,23,8,15.38461538,20.0,36.92307692,15.38461538,10.76923077,1.538461538,Auvergne-Rhone-Alpes,Occitanie,40088689.0,36558465.0,26187679.0,19541666.0,32587523.0,32555240.0,8061640.0,7646291.0,5850564.0,4220874.0,6393777.0,7123630.0
1089,2018-09,International,ZURICH,PARIS GARE DE LYON,245,137,0,75,2.594,1.764720195,11,31.7,2.083576642,,11,7,0,37.5,12.5,37.5,12.5,0.0,0.0,International,Ile-de-France,,,,,,,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
1090,2018-09,National,PARIS MONTPARNASSE,ANGERS SAINT-LAUD,96,375,1,41,8.581707317,0.581283422,48,20.14756944,3.850222816,,28,9,1,20.93023256,32.55813953,20.93023256,18.60465116,4.651162791,2.325581395,Ile-de-France,Pays de la Loire,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0,6781537.0,6269502.0,4662966.0,3433325.0,5739760.0,5372470.0
1091,2018-09,National,ANGOULÊME,PARIS MONTPARNASSE,130,262,0,127,5.837664042,2.886768448,47,18.05106383,4.893002545,,15,6,1,10.86956522,36.95652174,32.60869565,10.86956522,0.0,8.695652174,Nouvelle-Aquitaine,Ile-de-France,2218965.0,2198301.0,1516910.0,1111740.0,1826364.0,1712440.0,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0
1092,2018-09,National,PARIS MONTPARNASSE,LE MANS,59,419,0,44,8.578787879,0.55274463,57,12.68508772,1.962012729,,15,3,1,10.81081081,35.13513514,24.32432432,27.02702703,0.0,2.702702703,Ile-de-France,Pays de la Loire,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0,5302246.0,5048028.0,3813805.0,2781897.0,4945609.0,4916622.0
1093,2018-09,National,PARIS MONTPARNASSE,TOURS,78,176,0,24,9.431944444,0.862121212,32,18.48229167,4.351136364,,10,5,1,5.0,40.0,30.0,25.0,0.0,0.0,Ile-de-France,Centre-Val de Loire,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0,6506313.0,6248554.0,4377052.0,3152214.0,4962177.0,4690784.0
1094,2018-09,National,LYON PART DIEU,RENNES,235,85,1,53,6.842767296,4.414087302,16,30.30729167,8.83968254,,16,6,2,12.5,18.75,12.5,43.75,12.5,0.0,Auvergne-Rhone-Alpes,Bretagne,40088689.0,36558465.0,26187679.0,19541666.0,32587523.0,32555240.0,15169003.0,13921836.0,9619265.0,7431788.0,11588429.0,10418643.0
1095,2018-09,National,REIMS,PARIS EST,46,202,0,79,8.666244726,3.469471947,53,15.02169811,4.847442244,,24,3,0,2.127659574,65.95744681,10.63829787,14.89361702,2.127659574,4.255319149,Grand-Est,Ile-de-France,4970676.0,4309354.0,3131748.0,2551210.0,3820119.0,3643133.0,39877017.0,36774394.0,27758686.0,21580625.0,41240098.0,39301206.0
